id,authors,year_of_publication,title,abstract,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      
688,"Morello J.-R., Romero M.-P., Motivla M.-J.",2004,"Effect of the maturation process of the olive fruit on the phenolic fraction of drupes and oils from Arbequina, Fraga, and Morrut cultivars","The purpose of the work was to investigate the effect of the maturation process of the olive fruit on the phenolic fraction of drupes and oils from Arbequina, Farga, and Morrut cultivars. The level in the phenolic content of olive drupes declines rapidly during the black maturation phase. A general decreasing trend was observed too in the phenolic content of olive oils during the ripening process in the three varieties studied. Important differences in the high-performance liquid chromatography profile between varieties were observed. These included the presence of very low amounts of lignans in olive oils proceeding from the Morrut cultivar, and the presence of three peaks after elution of 3,4-DHPEA-EDA in the Farga and Morrut cultivars, which could be used as differentiating parameters. Sensory profile differences were observed between olive cultivars and due to the ripening process.",MORELLO 2004_01,Journal of Agricultural and Food Chemistry,52,,6002-6009,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
728,"Morello J.-R., Motilva M.-J., Tovar M.-J., Romero M.-P ,2004,Changes in commercial virgin olive oil (cv Arbequina) during storage, with special emphasis on the phenolic fraction",MORELLO 2004_02,Food Chemistry,"The aim of this work was to study the changes in the lipid substrate and in the minor components and specially in the phenolic fraction of commercial virgin olive oils of Arbequina cultivar after 12 months of storage. An increase of oleic acid percentage was found in the fatty acid composition. Important losses of chlorophyll, carotenoids, and total phenol content of oils occur after the storage period. Significant decreases were observed in secoiridoid derivatives and 3,4-DHPEA-AC after the storage period, while lignans were the more stable phenolic compounds. α-tocopherol disappeared after the storage period, in all oils.",85,,357-364,2007-08-11 15:34:41 UTC,2015-04-13 21:45:27 UTC     ,,
1305,"Moreno-Franco B., García-González A., Montero-Bravo A.M., Iglesias-Gutiérrez E., Úbeda N., Maroto-Núñez L., Adlercreutz H., Peñalvo J.L.",2011,Dietary alkylresorcinols and lignans in the Spanish diet: development of the Alignia database,"The intake of alkylresorcinols and lignans in Spain is unknown due to the lack of information on the content of these compounds in particular foods. This paper describes the development of the first alkylresorcinol and lignan database adapted to the Spanish diet, including foods items especially relevant for this population. The values of alkylresorcinols and lignans in common foods and beverages were collected from scientific publications in refereed journals, and other foods particularly consumed in Spain, for which values were not available, were analyzed by standardized protocols and included into the database. The Alignia database presents the content of alkylresorcinols in 88 food items and the lignan content of 593 foods and beverages. Using the database, the intake of lignans in Spain, calculated using data from the Food Composition Panel based on household consumption, was estimated to be 0.76 mg/day.",MORENO-FRANCO 2011,Journal of Agricultural and Food Chemistry,59,18,9827-9834,2014-11-10 10:35:44 UTC,2015-04-14 13:48:39 UTC      
320,"Moreno-Labanda J.F., Mallavia R., Perez-Fons L., Lizama V., Saura D., Micol V.",2004,Determination of piceid and resveratrol in Spanish wines deriving from Monastrell (Vitis vinifera L.) grape variety,"The presence of stilbenes in wine is becoming an important issue due to their claimed relation to a low incidence in coronary diseases and their increasing implication as cancer chemopreventive and neuroprotective agents. Total resveratrol content, quantified as glucoside and aglycone forms of resveratrol, has been determined in a survey of 45 Monastrell monovarietal Spanish red wine types (around 135 wine samples), belonging to Alicante and Bullas appellations. The average between ratio glucoside/aglycone forms of resveratrol in these wines was considerably high, ranging from 82 to 91% of resveratrol in its glycosidic form. This characteristic was observed in a high percentage of the studied wines, which were made under different winemaking procedures, and from different vintages (1995-2002). In addition, wines made using macerative fermentations with double amount of solid parts (""doble pasta"") reached the highest levels of total stilbene content expressed as resveratrol equivalent, i.e., 30 mg/L (average of 18.8 mg/L). It can be concluded that high resveratrol glucoside concentration and low free isomer content can be considered characteristics of the Monastrell variety, as it happens to red wines deriving from other varieties grown at warm climates. This fact, also observed for other French and Portuguese red varieties, might play an important role in food habits involving these types of wines.",MORENO-LABANDA 2004,Journal of Agricultural and Food Chemistry,52,17,5396-5403,2005-11-10 11:18:43 UTC,2015-04-14 13:48:39 UTC      
1120,"Morton M.S., Wilcox G., Wahlqvist M.L., Griffiths K.",1994,Determination of lignans and isoflavonoids in human female plasma following dietary supplementation,"Plasma levels of the lignans enterodiol and enterolactone, and also the isoflavonic phyto-oestrogens daidzein, equol and genistein, are reported for postmenopausal Australian women consuming a traditional diet supplemented with linseed, soya flour or clover sprouts. Analysis was performed by gas chromatography-mass spectrometry, after enzymatic hydrolysis and ion-exchange chromatography. Following linseed supplementation, combined levels of enterolactone and enterodiol reached 500 ng/ml, whereas after soya flour or clover sprouts the respective concentrations of equol, daidzein and genistein reached 43, 312 and 148 ng/ml. Not all subjects were able to produce equol from daidzein. The possible relationship and role of these weak dietary oestrogens as restraining factors in the development of hormone-dependent cancers in Asian populations is discussed.",MORTON 1994,J Endocrinol,142,2,251-9,2011-04-06 23:30:39 UTC,2015-04-14 13:48:39 UTC      
119,"Mouly P., Gaydou E.M., Estienne J.",1993,Column liquid chromatographic determination of flavanone glycosides in Citrus :  Application to grapefruit and sour orange juice adulterations,"Six flavone glycosides were separated by HPLC using RP-18 with a quaternary mobile phase mixture [water-acetonitrile-tetrahydrofuran-acetic acid (80:16:3:1, v/v)]. This procedure was applied to the separation and determination of the most important flavanone glycosides contained in pure grapefruit and sour orange juices and mixtures. This method can be used for quality control of industrial concentrates and juices.",MOULY 1993,Journal of Chromatography A,634,1,129-134,2015-04-13 21:45:23 UTC,2015-04-14 13:48:40 UTC      
124,"Mouly P.P., Arzouyan C.R., Gaydou E.M., Estienne J.M.",1994,Differentiation of citrus juices by factorial discriminant analysis using liquid chromatography of flavanone glycosides,"Flavanone glycosides (FG) found in citrus juices have been separated and quantitatively determined by reversed-phase liquid chromatography (LC) using a Cig packed column and water-acetonitrile-tetrahydrofuran-glacial acetic acid eluent system. The influence of juice pH on hesperidin and narirutin determinations, from commercial orange juices, has been studied at different pH values (from 2.0 to 6.2). The response factors, averages, relative standard deviations, and recoveries of six FG were determined using LC with an UV detector at 280 nm. The six FG and three unknown compounds found in citrus juices were determined in 124 samples of lemons, limes, grapefruits, andsweet oranges. The major FG in each citrus group were as follows: in lemonand lime, eriocitrin (47-94 mg L_1) and hesperidin (84-196 mg L_1); in sweet orange, narirutin (30-84 mg L-1) and hesperidin (235-407 mg L-1); in grapefruit, narirutin (33-161 mg L_1) and naringin (113-481 mg L_1). Factorial discriminant analysis of the data obtained effectively differentiated lemon and lime and varieties of grapefruits (white, pink, red, and green) and sweet oranges (Valencia, navel, blood, Thomson, and Malta).
",MOULY 1994,Journal of Agricultural and Food Chemistry,42,1,70-79,2004-04-05 13:53:00 UTC,2015-04-13 21:45:23 UTC      
29,"Mouly, P., Gaydou, E., Faure, R., Estienne, J.M.",1997,Blood Orange Juice Authentication Using Cinnamic Acid Derivatives. Variety Differentiations Associated with Flavanone Glycoside Content,"A phenyl propanoid glycoside, cinnamoyl-β-d-glucopyranoside (CIN), characteristic of blood oranges, was isolated by column and thin layer chromatographies. The structure of this compound was established using 1H and 13C NMR spectral data and by analysis of its components upon hydrolysis. Flavanone glycosides (FGs) [narirutin (NAT), hesperidin (HES), and didymin (DID)] and cinnamic derivatives [CIN and trans-cinnamic acid (TCA)] of four blood orange varieties (47 samples) were analyzed by HPLC. Differences in the polyphenol profiles clearly showed variety differentiation.
",MOULY 1997,Journal of Agricultural and Food Chemistry,45,2,373-377,2015-04-13 21:45:23 UTC,2015-04-13 21:45:23 UTC      
120,"Mouly P., Gaydou E.M., Auffray A.",1998,Simultaneous separation of flavanone glycosides and polymethoxylated flavones in citrus juices using liquid chromatography,"We present a simultaneous liquid chromatographic method for the separation of two flavonoid compound families, flavanone glycosides (FGs) and polymethoxylated flavones (PMFs), which are usually found in citrus fruits species and varieties. This technique permits the quantitation of six FGs (narirutin, naringin, hesperidin, neohesperidin, didymin, poncirin) and six PMFs (sinensetin, hexamethoxyflavone, nobiletin, scutellarein, heptamethoxyflavone and tangeretin). This technique, to be used to characterize a citrus juice by its polyphenolic profile, has been applied to the determination of flavonoid compounds in grapefruit- and orange juice. Differentiation of orange juice varieties and mixtures containing tangor juice using polyphenolic profiles and flavonoid content has been achieved.",MOULY 1998,Journal of Chromatography A,800,2,171-179,2015-04-13 21:45:23 UTC,2015-04-14 13:48:41 UTC      
81,"Moyer R.A., Hummer K.E., Finn C.E., Frei B., Wrolstad R.E.",2002,"Anthocyanins, phenolics, and antioxidant capacity in diverse small fruits: vaccinium, rubus, and ribes","Fruits from 107 genotypes of Vaccinium L., Rubus L., and Ribes L., were analyzed for total anthocyanins (ACY), total phenolics (TPH), and antioxidant capacities as determined by oxygen radical absorbing capacity (ORAC) and ferric reducing antioxidant power (FRAP). Fruit size was highly correlated (r = 0.84) with ACY within Vaccinium corymbosum L., but was not correlated to ACY across eight other Vaccinium species, or within 27 blackberry hybrids. Certain Vaccinium and Ribes fruits with pigmented flesh were lower in ACY, TPH, ORAC, and FRAP compared to those values in berries with nonpigmented flesh. ORAC values ranged from 19 to 131 micromol Trolox equivalents/g in Vaccinium, from 13 to 146 in Rubus, and from 17 to 116 in Ribes. Though ACY may indicate TPH, the range observed in ACY/TPH ratios precludes prediction of ACY from TPH and vice versa for a single genotype. In general, TPH was more highly correlated to antioxidant capacity than ACY was. This study demonstrates the wide diversity of phytochemical levels and antioxidant capacities within and across three genera of small fruit.",MOYER 2002,Journal of Agricultural and Food Chemistry,50,3,519-25,2003-12-05 10:41:49 UTC,2015-04-14 13:48:42 UTC      
197,"Mozetic B., Trebse P., Hribar J.",2002,Determination and quantitation of anthocyanins and hydroxycinnamic acids in different cultivars of sweet cherries (Prunus avium L.) from Nova Gorica region (Slovenia),"The anthocyanins and hydroxycinnamic acids in 5 cultivars of dark coloured sweet cherries were characterised and quantified by means of HPLC and UV-VIS spectrophotometry. Phenolic components were extracted with pure methanol, without addition of acid and water. The samples were diluted in the mixture of methanol and formic acid just before the injection on the column and separated on Hypersil PEP 300 C18 chromatographic column using gradient solvent system consisting of formic acid, water and methanol. DAD detector was employed and two wavelengths were chosen for determination of different components; 320 nm for hydroxycinnamates and 520 nm for anthocyanins. We detected the presence of cyanidin-3-glucoside and cyanidin-3-rutinoside as major anthocyanins, while pelargonidin-3 rutinoside was identified among minor pigments. The major hydroxycinnamic acids were characterised as neochlorogenic acid and 3'-p-coumaroylquinic acid. Total anthocyanin content (expressed as cyanidin-3-glucoside) ranged from 29 to 62 mg/100 g of pitted cherry fresh weight (FW), with the highest content observed in Petrovka, a local cultivar. Concentrations of neochlorogenic acid and 3’-p coumaroylquinic acid ranged from 19.5 to 53.0 mg/100 g FW and from 7.5 to 50.6 mg/100 g FW, respectively. The relative amounts of these two phenolic acids varied widely between the cherry cultivars examined in this study.
",MOZETIC 2002,Food Technology and Biotechnology,40,3,207-212,2005-03-01 09:31:27 UTC,2015-04-13 21:45:24 UTC      
190,"Mozetic B., Trebse P., Simcic M., Hribar J.",2004,Changes of anthocyanins and hydroxycinnamic acids affecting the skin colour during maturation of sweet cherries (Prunus avium L.),"The content and relative amounts of anthocyanins and hydroxycinnamic acids (HCA) were determined in local sweet cherries (cultivar Petrovka) at 7 stages of maturity, by means of high performance liquid chromatography (HPLC), and compared to instrumentally assessed skin colour of the same sweet cherries. Skin colour of harvested samples was measured using the CIE L*,a*,b* system. The contents of neochlorogenic and 3′-p-coumarylquinnic acids decreased with no significant change in ratio during ripening, except for the first 4 days of maturation, when the ratio changed due to increased content of neochlorogenic acid. The linear increase of total anthocyanins during maturation was observed without the trend of stabilization in the final stages of maturity. The colour change of Petrovka during maturation was influenced by the increase of total anthocyanins, consisting mostly of cyanidin-3-rutinoside and cyanidin-3-glucoside (97–98% of the total). The chroma and L* values appeared to be optimal indicators of anthocyanin accumulation during maturation, and better than the a* value and hue angle. The accumulation of anthocyanins from 507.1 to 1150.9mg of cyanidin-3-rutinoside/kg of fresh weight (FW) during the second half of maturation caused the formation of a new colour cast of Petrovka, which influenced the decrease of redness and colour intensity, as recognized by CIE L*,a*,b* colour space.
",MOZETIC 2004,LWT - Food Science and Technology,37,1,123-128,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
299,"Mozzon M., Frega N., Pallotta U.",1996,Resveratrol content in some Tuscan wines,"Reverse phase HPLC was used to determine the trans-resveratrol concentration in 40 Tuscan wines. It ranged from 0.3 to 2.1 mg/litre in the 32 red wines and had a maximum of 0.1 mg/litre in the 8 white wines tested, thereby confirming previous reports of the higher amounts of resveratrol in red wines. The cis- and trans- isomers of resveratrol were detected in all tested samples, a finding confirmed by a cross-check using HPLC and high resolution gas chromatography. Cis-resveratrol levels were comparable to those of the trans- isomer. They ranged from 0.5-1.9 mg/litre in red wines and had a maximum of 0.2 mg/litre in white wines. These findings and the partitioning of resveratrol in the various parts of the grape berry suggest that the reported differences depend on differences in wine-making techniques.
",MOZZON 1996,Italian Journal of Food Science,8,2,145-152,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
353,"Mpofu A., Sapirstein H.D., Beta T.",2006,"Genotype and environmental variation in phenolic content, phenolic acid composition, and antioxidant activity of hard spring wheat","The health-promoting effects of whole-grain wheat likely derive from phenolic compounds and other antioxidants that also make wheat a potential source of functional food ingredients. The objective of this study was to determine the effects of genotype and growing environment on the phenolic contents and antioxidant activities of alcohol-soluble extracts from commercial wheat cultivars. Total phenolic contents (TPCs), antioxidant activities (AOAs), and concentrations of six phenolic acids were measured in six red- and white-grained hard spring wheat genotypes grown at four diverse locations in Western Canada during the 2003 crop year. There were significant differences among genotypes and environments for TPC, AOA, and concentrations of all the phenolic acids measured. The predominant indicators of antioxidant potential, i.e., TPC, AOA, and ferulic acid (FA) concentration were highly intercorrelated (r > 0.72). For these indices, the Canada Western (CW) Red Spring wheat cultivars Neepawa and AC Elsa had the highest levels, whereas an analogous CW hard white spring wheat cultivar, AC Snowbird, had the lowest levels. Grain color did not appear to be a factor in the expression of antioxidant-related parameters. For both TPC and AOA, as well as for vanillic acid, syringic acid, and ferulic acid, environmental effects were considerably larger than genotype effects. Neither growing temperature nor rainfall from anthesis to maturity appeared to be related to the environmental variation that was observed. Genotype x environment interaction was small for all parameters compared with genotype and location effects and was significant only for TPC. Genotype variation for antioxidant properties indicates that it would be possible to select for these quantitative traits in a breeding program. However, the significant environmental variation observed would delay and/or complicate this process.",MPOFU  2006,Journal of Agricultural and Food Chemistry,54,,1265-1270,2015-04-13 21:45:25 UTC,2015-04-14 13:48:43 UTC      
530,"Mrkic V., Cocci E., dalla Rosa M., Sacchetti G.",2006,Effect of drying conditions on bioactive compounds and antioxidant activity of broccoli (Brassica oleracea L.),"The effect of air‐drying parameters on antioxidant activity and changes in antioxidant compounds of broccoli (Brassica oleracea L.) were studied. Broccoli samples were dried to 70 g kg−1 moisture content using temperatures ranging from 50 to 100 °C and air flow‐rates from 1.20 to 2.25 m s−1, resulting in drying times from 25 to 90 min. Temperature, owing to its positive effect on the oxidation kinetics, was negatively correlated with ascorbic acid and free and total polyphenol contents but not with kaempferol, even though the sample dried at the highest temperature showed the lowest kaempferol content. The air flow‐rate was positively correlated with the total (TPP) and free (FPP) polyphenol contents because it led to a reduction in the drying time. No correlation was found between air flow‐rate and kaempferol content. Air flow‐rate and temperature positively affected the antioxidant activity by reducing the drying time. High‐temperature, short‐time processes maximised the antioxidant activity of broccoli owing to the negative effect of drying time on antioxidant activity. The antioxidant activity of broccoli was positively and significantly correlated with the FPP content but not with TPP and kaempferol. The evaluation of hydroxymethylfurfural content as an indicator of the occurrence of a Maillard reaction in dried broccoli did not support the hypothesis of a contribution of MRPs to the antioxidant activity of dried broccoli.",MRKIC 2006,Journal of the Science of Food and Agriculture,86,10,1559-1566,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
732,"Mueller A., Ganzera M., Stuppner H.",2004,Analysis of the aerial parts of Verbena officinalis L. by micellar electrokinetic capillary chromatography,"A micellar electrokinetic capillary chromatography (MECC) method was developed for the qualitative and quantitative determination of five marker compounds (iridoid glycosides, flavonoids and phenylethanoids) in Verbena officinalis. Optimum separation was achieved using a 50 mM sodium borate solution (pH 9.3), containing 50 mM sodium dodecylsulfate (SDS) as surfactant, at an applied voltage of 25 kV and a temperature of 30 °C, respectively. Because of their different absorption maxima, the compounds were detected either at 205 or 235 nm. Calibration data confirmed linearity of the detector response within the concentration range injected (R2 from 0.997 to 0.999), and revealed detection limits ranging from 5.0 μg mL−1 (verbascoside) to 13.6 μg mL−1 (hastatoside). The five markers were readily assignable in several samples of Verbena.
",MUELLER 2004,Chromatographia,60,2025-04-03 00:00:00,193-197,2007-09-11 12:18:49 UTC,2015-04-13 21:45:27 UTC      
747,"Muir A.D., Westcott N.D.",2000,Quantitation of the lignan secoisolariciresinol diglucoside in baked goods containing flax seed or flax meal,"Samples of commercially prepared white, whole wheat, flax, and multigrain breads were analyzed by a rapid RP-HPLC method for the presence of the lignan secoisolariciresinol diglucoside (SDG). SDG was detected only in products containing flax, with concentrations ranging from 0.06 to 1.98 microM/g of DW (19-602 microM/loaf). Full-fat flax meal, powdered aqueous alcohol extracts of flax seed, and SDG were added to a white bread mix and baked into loaves in a domestic bread maker. Quantitative recovery of SDG from the test breads was observed when SDG was added; however, when flax meal or aqueous alcohol extracts were added, only 73-75% of the theoretical yield of SDG was recovered. SDG was also detected in commercially prepared flax cookies, bagels, and muffins with concentrations ranging from 0.26 to 2.93 microM/g of DW. The extent of grinding of the flax seed was also shown to have a significant effect on the recovery of SDG from both flax meal breads and baked goods, with extraction of SDG from finely ground samples greater than that from course material.",MUIR 2000,Journal of Agricultural and Food Chemistry,48,,4048-4052,2015-04-13 21:45:27 UTC,2015-04-14 13:48:44 UTC      
1053,"Mulder T.P., van Platerink C.J., Wijnand Schuyl P.J., van Amelsvoort J.M.",2001,Analysis of theaflavins in biological fluids using liquid chromatography-electrospray mass spectrometry,"A HPLC-MS procedure for the sensitive and specific analysis of the black tea flavonoid theaflavin in human plasma and urine was developed. Levels were measured after enzymatic deconjugation, extraction into ethyl acetate, and separation by HPLC, using tandem mass spectrometry as a detecting system. Two healthy volunteers consumed 700 mg theaflavins, equivalent to about 30 cups of black tea. The maximum concentration detected in blood plasma was 1.0 microg l(-1) in a sample collected after 2 h. The concentration in urine also peaked after 2 h at 4.2 microg l(-1). Hence, only minute amounts of theaflavins can be detected in plasma and urine samples of healthy volunteers after ingestion.",MULDER 2001,J Chromatogr B Biomed Sci Appl,760,2,271-9,2015-04-13 21:45:29 UTC,2015-04-14 13:48:45 UTC      
1058,"Mulder T.P., Rietveld A.G., van Amelsvoort J.M.",2005,Consumption of both black tea and green tea results in an increase in the excretion of hippuric acid into urine,"Background: A major portion of the catechins in green tea is not absorbed in the small intestine. Bacteria in the colon convert nonabsorbed catechins into simpler phenolic compounds, which may also be absorbed. During the production of black tea, most catechins are polymerized to complex molecules called thearubigins. Little is known about the microbial degradation of these complex polyphenols, but hippuric acid has been identified as a major excretion product associated with black tea consumption. Objective: To investigate whether green tea and black tea have the same metabolic fate in humans. Design: Seventeen healthy male volunteers were studied with a randomized, full-crossover design. Each intervention period lasted 4 d, ie, a 2-d run-in period with a low-polyphenol diet followed by a 2-d treatment period. Volunteers consumed a daily dose of 6 g green tea solids, 6 g black tea solids, or 360 mg caffeine. Intervention periods were separated by a 10-d washout period. Twenty-four-hour urine samples were collected during the second day of each treatment period. Hippuric acid was analyzed with HPLC-tandem mass spectrometry. Results: The mean excretion of urinary hippuric acid during black tea and green tea consumption was 3.75 +/- 0.28 mmol/24 h and 4.22 +/- 0.28 mmol/24 h, respectively (95% CI for the difference: -0.37 to +1.30 mmol/24 h). The hippuric acid excretion during the control treatment was much lower (1.89 +/- 0.28 mmol/24 h; P < 0.0001, compared with both black tea and green tea). Conclusion: The ingestion of either green tea or black tea results in a major increase in the excretion of hippuric acid into urine.",MULDER 2005,Am J Clin Nutr,81,1 Suppl,256S-260S,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
740,"Mulinacci N., Giaccherini C., Ieri F., Innocenti M., Romani A., Vincieri F.F.",2006,Evaluation of lignans and free and linked hydroxy-tyrosol and tyrosol in extra virgin olive oil after hydrolysis processes,"We describe chemical hydrolytic procedures to evaluate the total amount of tyrosol and hydroxy‐tyrosol free and/or linked to secoiridoidic molecules (acid hydrolysis). At the same time a rapid determination of the lignans in complex minor polar compound (MPC) extracts is proposed (alkaline hydrolysis). High‐performance liquid chromatography/diode array detection (HPLC/DAD) and HPLC/MS were applied as reference methods to evaluate the quantitative results from the hydrolysis experiments. The optimized acid hydrolysis procedures were first applied to an oleuropein standard and then to MPC fractions extracted from several commercial extra virgin olive oils. The results confirm the applicability of the method, consisting in the acid hydrolysis of complex mixtures of secoiridoidic derivatives, to determine the antioxidant potential in terms of MPC. These data can contribute to forecasting the potential ageing resistance of an extra virgin olive oil in terms of antioxidant potency. Finally, alkaline hydrolysis allows confirmation and easy determination of the amount of lignans, especially in those MPC fractions which are particularly complex.",MULINACCI 2006,Journal of the Science of Food and Agriculture,86,,757-764,2007-12-11 16:37:29 UTC,2015-04-13 21:45:27 UTC      
992,"Mullen W., Graf B.A., Caldwell S.T., Hartley R.C., Duthie G.G., Edwards C.A., Lean M.E., Crozier A.",2002,Determination of flavonol metabolites in plasma and tissues of rats by HPLC-radiocounting and tandem mass spectrometry following oral ingestion of [2-(14)C]quercetin-4'-glucoside,"Epidemiological studies suggest that consumption of flavonol-rich diets decreases the risk of developing heart disease and certain cancers. Recent studies have detected flavonol conjugates in blood and urine following various dietary interventions. To assess to what extent flavonols also accumulate in tissues, where they might be expected to exert anti-carcinogenic and anti-atherogenic effects, [2-(14)C]quercetin-4'-glucoside was synthesized and fed to rats. After 60 min, 93.6% of the ingested radioactivity was recovered from the intestine, incorporated into 18 metabolites that had undergone deglycosylation followed by varying degrees of glucuronidation, methylation, and/or sulfation. [(14)C]Quercetin, the aglycon of the radiolabeled substrate, was present in the intestine and in trace amounts in the liver but was not detected in the plasma and kidneys. The original [2-(14)C]quercetin-4'-glucoside was detected exclusively in the intestine, where it accounted for only 26.2% of the radioactivity. The remainder of the recovered radioactivity was located mainly in the plasma, liver, and kidneys as (14)C-labeled metabolites. However, compared to the quantities in the gastrointestinal tract, the levels of metabolites in plasma and body tissues were very low, indicating only limited absorption into the blood stream. The data demonstrate that quercetin-4'-glucoside, which is a major flavonol in onions, undergoes rapid and extensive metabolism in the intestine, and this appears not to be associated to any extent with transport across the gut wall into the blood stream.",MULLEN 2002_01,J Agric Food Chem,50,23,6902-9,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
201,"Mullen W., Stewart A.J., Lean M.E.J., Gardner P., Duthie G.G., Crozier A.",2002,"Effect of freezing and storage on the phenolics, ellagitannins, flavonoids, and antioxidant capacity of red raspberries","Scottish-grown red raspberries are a rich source of vitamin C and phenolics, most notably, the anthocyanins cyanidin-3-sophoroside, cyanidin-3-(2(G)-glucosylrutinoside), and cyanidin-3-glucoside, and two ellagitannins, sanguiin H-6 and lambertianin C, which are present together with trace levels of flavonols, ellagic acid, and hydroxycinnamates. The antioxidant capacity of the fresh fruit and the levels of vitamin C and phenolics were not affected by freezing. When fruit were stored at 4 degrees C for 3 days and then at 18 degrees C for 24 h, mimicking the route fresh fruit takes after harvest to the supermarket and onto the consumer's table, anthocyanin levels were unaffected while vitamin C levels declined and those of elligitannins increased, and overall, there was no effect on the antioxidant capacity of the fruit. It is concluded, therefore, that freshly picked, fresh commercial, and frozen raspberries all contain similar levels of phytochemicals and antioxidants per serving.",MULLEN 2002_02,Journal of Agricultural and Food Chemistry,50,18,5197-5201,2015-04-13 21:45:24 UTC,2015-04-14 13:48:46 UTC      
993,"Mullen W., Boitier A., Stewart A.J., Crozier A.",2004,Flavonoid metabolites in human plasma and urine after the consumption of red onions: analysis by liquid chromatography with photodiode array and full scan tandem mass spectrometric detection,"Blood was collected from six human volunteers 1 h after the ingestion of lightly fried red onions, which are rich in anthocyanins and flavonols. Urine excreted 0-4 h after ingestion was also collected. Plasma and urine were analysed by reversed-phase HPLC with photodiode array and tandem mass spectrometric detection. Twenty-three flavonols as a range of mixed sulphate, methyl, glucuronide and glucoside derivatives of quercetin were detected. The availability of reference compounds facilitated the identification of quercetin-3-glucuronide. quercetin-3'-glucuronide, quercetin-4'-glucuronide, quercetin-3'-sulphate and isorhamnetin-3-glucuronide in samples from all volunteers. Samples from one volunteer also contained trace amounts of quercetin-3,4'-diglucoside, quercetin-3-glucoside, isorhamnetin-3-glucoside and the aglycone quercetin. Despite a high dosage, neither anthocyanins nor anthocyanin metabolites accumulated in either plasma or urine in detectable quantities.",MULLEN 2004,J Chromatogr A,1058,2025-02-01 00:00:00,163-8,2015-04-13 21:45:29 UTC,2015-04-14 13:48:47 UTC      
994,"Mullen W., Edwards C.A., Crozier A.",2006,"Absorption, excretion and metabolite profiling of methyl-, glucuronyl-, glucosyl- and sulpho-conjugates of quercetin in human plasma and urine after ingestion of onions","It is essential to have a thorough knowledge of the bioavailability and metabolism of dietary flavonols to understand their role in disease prevention. Lightly fried onions containing 275 micromol flavonols, principally quercetin-4'-glucoside and quercetin-3,4'-diglucoside, were fed to healthy human volunteers and plasma and urine were collected over a 24 h period. Samples were analysed by HPLC with diode array and tandem mass spectrometric detection. Five flavonol metabolites, quercetin-3'-sulphate, quercetin-3-glucuronide, isorhamnetin-3-glucuronide, a quercetin diglucuronide and a quercetin glucuronide sulphate, were detected in plasma in quantifiable amounts with trace quantities of six additional quercetin metabolites. Sub-micromolar peak plasma concentrations (Cmax) of quercetin-3'-sulphate, quercetin-3-glucuronide, isorhamnetin-3-glucuronide and quercetin diglucuronide were observed 0.6-0.8 h after ingestion. In contrast, the Cmax of quercetin glucuronide sulphate was 2.5 h. The elimination half-lives (t1/2) of quercetin-3'-sulphate, quercetin-3-glucuronide and quercetin diglucuronide were 1.71, 2.33 and 1.76 h respectively, while the t1/2 of isorhamnetin-3-glucuronide was 5.34 h and that of quercetin glucuronide sulphate was 4.54 h. The profile of metabolites excreted in urine was markedly different to that of plasma with many of the major urinary components, including quercetin-3'-glucuronide, two quercetin glucoside sulphates and a methylquercetin diglucuronide, absent or present in only trace amounts in the bloodstream indicative of substantial phase II metabolism. Total urinary excretion of quercetin metabolites was 12.9 micromol, corresponding to 4.7 % of intake. If these samples had been subjected to hydrolysis, as in many previous studies, only quercetin and isorhamnetin would have been detected and quantified. The bioactivity of these metabolites should be considered.",MULLEN 2006,Br J Nutr,96,1,107-16,2015-04-13 21:45:29 UTC,2015-04-14 13:48:47 UTC      
